ID,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,property_value,income,Credit_Score,LTV,dtir1,loan_type,loan_purpose,Credit_Worthiness,age,Region,occupancy_type,business_or_commercial,Status
101924,366500,4,0.3907,NULL,360,388000,4800,879,94.45876289,46,type1,p1,l1,25-34,south,pr,nob/c,0
101925,216500,4.25,0.2479,795,360,618000,6000,567,35.03236246,49,type1,p3,l1,65-74,south,pr,nob/c,0
101926,406500,3.625,-0.1214,1043.45,360,688000,5700,554,59.08430233,40,type1,p3,l1,45-54,North,pr,nob/c,0
101927,246500,3.875,0.0668,0,360,268000,NULL,620,91.97761194,NULL,type3,p4,l1,65-74,North,pr,nob/c,0
101928,106500,4.875,0.6277,2009.03,360,218000,1860,701,48.85321101,36,type1,p3,l1,35-44,south,pr,nob/c,0
101929,426500,4.5,0.4523,6300,360,528000,10560,746,80.77651515,42,type1,p1,l1,45-54,North,pr,nob/c,0
101930,136500,NULL,NULL,NULL,360,NULL,16680,599,NULL,NULL,type1,p1,l1,45-54,North,ir,nob/c,1
101931,146500,3.625,0.9203,5198,240,198000,6300,825,73.98989899,31,type1,p4,l1,45-54,North,pr,nob/c,0
101932,526500,4,-0.168,0,360,888000,6420,539,59.29054054,45,type1,p4,l1,25-34,south,pr,nob/c,0
101933,336500,NULL,NULL,NULL,360,348000,4740,848,96.6954023,51,type2,p1,l1,25-34,North,pr,b/c,1
101934,396500,NULL,NULL,NULL,360,508000,6960,707,78.0511811,29,type1,p4,l1,25-34,south,pr,nob/c,1
101935,346500,3.75,-0.0019,0,360,668000,3600,505,51.87125749,49,type1,p1,l1,55-64,North,pr,nob/c,0
101936,106500,3.5,0.8271,3500,180,158000,5220,723,67.40506329,24,type1,p1,l1,55-64,North,pr,nob/c,0
101937,256500,NULL,NULL,NULL,360,NULL,5760,858,NULL,NULL,type3,p1,l1,25-34,North,pr,nob/c,1
101938,366500,3.625,0.2982,10902.91,324,498000,6060,662,73.59437751,30,type1,p4,l1,35-44,North,pr,nob/c,0
101939,486500,3.5,-0.0963,643.96,360,618000,5280,620,78.72168285,44,type1,p4,l1,35-44,North,pr,nob/c,0
101940,206500,3.875,0.4161,3250,360,488000,3960,564,42.31557377,39,type1,p1,l1,35-44,North,pr,nob/c,0
101941,446500,NULL,NULL,NULL,180,NULL,6180,801,NULL,NULL,type1,p3,l1,55-64,North,pr,nob/c,1
101942,416500,3.99,0.1946,0,360,648000,5160,527,64.27469136,40,type1,p3,l1,65-74,North,pr,nob/c,0
101943,356500,NULL,NULL,NULL,360,808000,2640,502,44.12128713,51,type3,p3,l1,55-64,North,pr,nob/c,1
101944,176500,4.625,1.059,3437.5,360,378000,4080,522,46.69312169,31,type1,p3,l1,>74,North,pr,nob/c,0
101945,176500,4.75,1.2111,4968.75,300,238000,2100,611,74.15966387,43,type1,p3,l1,>74,North,pr,nob/c,0
101946,596500,3.625,0.0398,7500,360,868000,16440,556,68.72119816,16,type1,p4,l1,35-44,south,pr,nob/c,0
101947,826500,NULL,NULL,NULL,360,NULL,17820,731,NULL,NULL,type1,p1,l1,35-44,central,pr,nob/c,1
101948,146500,4.75,0.8782,2773.13,240,208000,2820,649,70.43269231,38,type1,p4,l1,45-54,North-East,pr,nob/c,0
101949,356500,3.75,0.2554,3000,360,368000,4800,637,96.875,40,type1,p1,l1,35-44,south,pr,nob/c,0
101950,336500,3.875,0.2273,4181.25,360,608000,5520,584,55.34539474,30,type1,p3,l1,45-54,North,pr,nob/c,0
101951,176500,3.5,0.0227,5142.5,360,238000,4980,878,74.15966387,35,type1,p4,l1,45-54,North,pr,nob/c,0
101952,256500,NULL,NULL,NULL,360,278000,6240,801,92.26618705,54,type2,p4,l1,55-64,North,pr,b/c,1
101953,566500,NULL,NULL,NULL,360,578000,9300,563,98.01038062,42,type2,p1,l1,55-64,North,pr,b/c,1
101954,276500,NULL,NULL,NULL,180,NULL,5280,578,NULL,NULL,type1,p3,l1,35-44,south,pr,nob/c,1
101955,656500,3.99,0.33,1050,360,738000,9540,525,88.95663957,30,type1,p4,l1,45-54,south,pr,nob/c,0
101956,126500,3.49,0.9248,173.61,180,178000,NULL,558,71.06741573,NULL,type2,p4,l1,55-64,North,pr,b/c,0
101957,206500,4.875,0.9877,0,360,218000,9000,756,94.72477064,37,type1,p1,l1,55-64,North,pr,nob/c,0
101958,626500,3.875,0.5519,269.84,240,2088000,19140,828,30.00478927,36,type1,p4,l1,45-54,central,sr,nob/c,0
101959,436500,3.625,0.082,1690,360,698000,5040,823,62.53581662,34,type1,p3,l1,55-64,south,pr,nob/c,0
101960,166500,3.5,-0.0976,0,360,188000,NULL,772,88.56382979,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
101961,206500,3.75,0.3519,5250,360,258000,2640,547,80.03875969,36,type1,p3,l1,45-54,North,pr,nob/c,0
101962,416500,3.99,0.3564,0,360,468000,5280,725,88.9957265,43,type1,p4,l1,25-34,south,pr,nob/c,0
101963,226500,3.5,0.0127,4989,360,388000,5400,817,58.37628866,41,type1,p4,l1,35-44,south,pr,nob/c,0
101964,206500,4.375,0.9913,2519.84,360,248000,3900,789,83.26612903,47,type1,p4,l1,25-34,south,pr,nob/c,0
101965,706500,3.49,-0.1109,0,360,858000,NULL,631,82.34265734,NULL,type3,p4,l1,35-44,south,pr,nob/c,0
101966,386500,4.25,0.0523,5020,360,438000,9660,792,88.24200913,25,type1,p1,l1,55-64,North,sr,nob/c,0
101967,206500,3.875,0.3308,928,180,418000,5220,863,49.40191388,46,type1,p1,l1,65-74,North,sr,nob/c,0
101968,286500,4.625,0.9129,3916.93,360,368000,5280,621,77.85326087,45,type1,p3,l1,65-74,North,pr,nob/c,0
101969,476500,5.125,1.1029,0,360,588000,7500,778,81.03741497,34,type1,p1,l1,45-54,North,pr,nob/c,0
101970,446500,4.125,0.5734,14722.46,360,618000,6780,619,72.24919094,30,type1,p3,l1,45-54,south,ir,nob/c,0
101971,206500,4.5,0.8966,2289.3,360,218000,3000,770,94.72477064,47,type1,p1,l1,35-44,North,pr,nob/c,0
101972,86500,NULL,NULL,NULL,360,168000,3060,843,51.48809524,49,type1,p3,l1,55-64,central,pr,nob/c,1
101973,496500,4.875,0.5258,7065,360,708000,9540,818,70.12711864,42,type1,p3,l1,55-64,central,pr,nob/c,0
101974,456500,3.99,0.5288,2939.94,360,568000,6840,608,80.36971831,47,type1,p3,l1,65-74,south,pr,nob/c,0
101975,206500,4.875,0.235,1150,360,228000,3240,728,90.57017544,44,type1,p1,l1,25-34,North,pr,nob/c,0
101976,426500,3.99,0.4492,4682,360,1428000,4860,679,29.86694678,45,type1,p3,l1,>74,south,pr,nob/c,0
101977,496500,NULL,NULL,NULL,360,668000,8400,842,74.32634731,39,type1,p1,l1,25-34,North,ir,nob/c,1
101978,486500,NULL,NULL,NULL,360,NULL,6840,573,NULL,NULL,type1,p1,l1,35-44,south,pr,nob/c,1
101979,236500,NULL,NULL,NULL,360,238000,3720,861,99.3697479,37,type2,p1,l1,35-44,North,pr,b/c,1
101980,356500,NULL,NULL,NULL,180,NULL,7320,760,NULL,NULL,type1,p3,l1,55-64,North,pr,nob/c,1
101981,256500,3.99,0.5951,7550,360,428000,4380,662,59.92990654,30,type1,p3,l1,45-54,south,pr,nob/c,0
101982,226500,NULL,NULL,NULL,240,258000,5280,598,87.79069767,29,type1,p4,l1,35-44,south,pr,nob/c,1
101983,276500,NULL,NULL,NULL,360,418000,3360,532,66.14832536,40,type1,p2,l1,45-54,south,pr,nob/c,1
101984,286500,2.99,0.2191,0,360,308000,NULL,820,93.01948052,NULL,type2,p4,l1,55-64,North,pr,b/c,0
101985,636500,NULL,NULL,NULL,360,NULL,9000,536,NULL,NULL,type1,p1,l1,35-44,North,pr,nob/c,1
101986,156500,NULL,NULL,NULL,360,378000,1560,805,41.4021164,49,type1,p3,l1,65-74,North,pr,nob/c,1
101987,426500,4.25,0.6244,6613.74,360,598000,8700,630,71.32107023,35,type1,p3,l1,45-54,south,pr,nob/c,0
101988,496500,NULL,NULL,NULL,360,498000,NULL,740,99.69879518,NULL,type3,p4,l1,35-44,south,pr,nob/c,1
101989,256500,3.625,0.141,1882.74,180,558000,15900,878,45.96774194,38,type1,p4,l1,45-54,North,pr,nob/c,0
101990,526500,3.875,0.2316,1320.87,360,708000,6000,689,74.36440678,45,type1,p1,l1,45-54,North,pr,nob/c,0
101991,446500,4.875,0.3526,6675,360,628000,5100,620,71.09872611,43,type1,p3,l1,55-64,south,pr,nob/c,0
101992,96500,NULL,NULL,NULL,360,128000,2700,780,75.390625,44,type1,p4,l1,35-44,North,pr,nob/c,1
101993,536500,4.125,0.1906,5483.5,360,568000,5820,803,94.45422535,41,type1,p4,l1,55-64,North,pr,nob/c,0
101994,346500,3.75,0.1479,7385,360,408000,5880,544,84.92647059,35,type1,p1,l1,35-44,North,pr,nob/c,0
101995,156500,4.625,0.9827,1637.5,360,238000,2340,900,65.75630252,39,type1,p3,l1,55-64,south,pr,nob/c,0
101996,646500,4.5,0.0075,241.5,360,808000,7980,603,80.01237624,42,type1,p4,l1,35-44,North,pr,nob/c,0
101997,186500,4.25,0.2986,4725,360,368000,9660,842,50.67934783,40,type1,p1,l2,65-74,south,sr,nob/c,0
101998,96500,3.49,-0.0313,1729.18,360,98000,NULL,650,98.46938776,NULL,type3,p4,l1,65-74,North,pr,nob/c,0
101999,266500,3.625,0.2015,5240,360,378000,8640,602,70.5026455,5,type1,p3,l1,45-54,North,pr,nob/c,0
102000,196500,4.875,1.643,3102.1,360,198000,2520,620,99.24242424,54,type2,p1,l1,25-34,south,pr,b/c,0
102001,166500,NULL,NULL,NULL,240,NULL,5640,864,NULL,NULL,type1,p4,l1,55-64,south,pr,nob/c,1
102002,446500,5.375,0.939,6317.64,360,498000,5880,867,89.65863454,40,type1,p1,l1,45-54,south,pr,nob/c,0
102003,316500,4.25,0.5536,1648.36,360,328000,4140,628,96.49390244,42,type1,p1,l2,25-34,south,pr,nob/c,0
102004,236500,NULL,NULL,NULL,360,238000,3660,678,99.3697479,24,type2,p4,l1,35-44,central,pr,b/c,1
102005,306500,3.125,-0.4318,3689.64,360,708000,3240,519,43.29096045,44,type1,p4,l1,65-74,North,pr,nob/c,0
102006,306500,3.75,0.1739,2539.02,360,358000,7080,713,85.61452514,39,type1,p4,l1,35-44,North,pr,nob/c,0
102007,486500,NULL,NULL,NULL,360,658000,6060,698,73.93617021,44,type1,p3,l1,>74,North,pr,nob/c,1
102008,226500,3.625,0.3752,7668.42,312,288000,5280,658,78.64583333,24,type1,p4,l1,55-64,south,pr,nob/c,0
102009,186500,4.25,0.2249,1860,360,258000,2160,745,72.28682171,51,type3,p3,l1,>74,North,pr,nob/c,0
102010,166500,NULL,NULL,NULL,360,NULL,4200,851,NULL,NULL,type2,p1,l1,35-44,North-East,pr,b/c,1
102011,116500,3.875,1.1163,2996.16,360,158000,1680,737,73.73417722,57,type2,p3,l1,55-64,south,pr,b/c,0
102012,726500,4.25,0.8623,17585,360,998000,7200,705,72.79559118,48,type1,p3,l1,45-54,south,pr,nob/c,0
102013,396500,4.625,0.5618,1250,360,498000,12840,813,79.6184739,21,type1,p3,l1,>74,south,pr,nob/c,0
102014,76500,3.25,0.8187,2978.11,360,88000,2940,712,86.93181818,40,type2,p4,l1,65-74,North,pr,b/c,0
102015,216500,4.375,1.3449,540.55,360,268000,4500,859,80.78358209,43,type2,p3,l1,55-64,south,pr,b/c,0
102016,366500,4.5,0.6334,0,360,458000,10980,727,80.02183406,32,type1,p4,l1,35-44,North,pr,nob/c,0
102017,266500,3.625,-0.2689,2715,360,518000,8400,515,51.44787645,29,type1,p1,l1,55-64,south,pr,nob/c,0
102018,236500,3.875,0.1213,6137.5,360,338000,5100,615,69.9704142,29,type1,p3,l1,45-54,south,pr,nob/c,0
102019,486500,4.25,0.9254,16850,360,728000,5640,566,66.82692308,43,type1,p3,l1,65-74,south,pr,nob/c,0
102020,536500,3.75,0.1022,10917.86,360,838000,13200,755,64.02147971,37,type1,p1,l1,25-34,North,pr,nob/c,0
102021,146500,5.375,1.0006,1127.94,360,458000,2820,537,31.98689956,47,type1,p3,l1,65-74,North,pr,nob/c,0
102022,246500,NULL,NULL,NULL,360,NULL,2880,643,NULL,NULL,type1,p3,l1,>74,south,pr,nob/c,1
102023,806500,3.5,-0.233,5498,360,2078000,16020,867,38.81135707,20,type1,p4,l1,55-64,south,pr,nob/c,0
102024,516500,4.5,0.4962,265.82,360,578000,8820,848,89.35986159,41,type1,p4,l1,25-34,North,pr,nob/c,0
102025,316500,4.5,0.0747,0,360,388000,5880,664,81.57216495,40,type1,p4,l1,45-54,North,pr,nob/c,0
102026,356500,4.56,1.1813,4467.5,360,398000,8040,763,89.57286432,21,type1,p4,l1,35-44,North,pr,nob/c,0
102027,206500,4.75,0.3352,2425,360,258000,7680,676,80.03875969,49,type1,p3,l1,65-74,central,pr,nob/c,0
102028,176500,NULL,NULL,NULL,360,278000,4020,618,63.48920863,29,type1,p3,l1,35-44,south,pr,nob/c,1
102029,246500,4.56,0.1614,835,360,418000,4620,817,58.97129187,40,type1,p3,l1,35-44,central,pr,nob/c,0
102030,296500,NULL,NULL,NULL,360,458000,4620,566,64.73799127,37,type1,p3,l1,>74,south,pr,nob/c,1
102031,726500,3.75,0.6669,10331.56,240,1058000,16140,528,68.66729679,42,type1,p3,l1,55-64,south,pr,nob/c,0
102032,586500,4.125,-0.127,574.78,360,698000,7200,815,84.02578797,47,type1,p4,l1,25-34,North,pr,nob/c,0
102033,146500,4.125,1.022,4210,180,188000,5940,687,77.92553191,49,type1,p3,l1,45-54,North,pr,nob/c,0
102034,466500,3.99,0.5425,5475.55,360,478000,9180,723,97.59414226,33,type1,p1,l1,35-44,North,pr,nob/c,0
102035,116500,4.25,1.4565,2625,240,168000,2100,664,69.3452381,46,type1,p1,l1,35-44,south,pr,nob/c,0
102036,136500,NULL,NULL,NULL,360,NULL,1560,507,NULL,NULL,type1,p4,l1,25-34,south,pr,nob/c,1
102037,166500,3.625,0.2277,2164.65,120,328000,3360,878,50.76219512,46,type1,p4,l1,65-74,North,pr,nob/c,0
102038,726500,NULL,NULL,NULL,360,NULL,28380,560,NULL,NULL,type1,p1,l1,25-34,south,pr,nob/c,1
102039,656500,NULL,NULL,NULL,360,NULL,12360,832,NULL,NULL,type1,p1,l1,45-54,North,pr,nob/c,1
102040,86500,5.25,1.3975,2418.75,360,178000,2580,882,48.59550562,22,type1,p2,l2,55-64,North,pr,nob/c,0
102041,146500,4.99,1.1491,1750,360,188000,3660,531,77.92553191,33,type1,p1,l1,35-44,south,pr,nob/c,0
102042,86500,5.5,1.4253,3110.8,360,148000,1080,778,58.44594595,43,type1,p3,l1,55-64,North,pr,nob/c,0
102043,446500,4.5,0.1716,0,360,728000,6600,779,61.33241758,31,type1,p2,l1,55-64,North,pr,nob/c,0
102044,426500,3.375,0.7259,0,360,438000,9060,502,97.37442922,47,type2,p1,l1,35-44,North,pr,b/c,0
102045,416500,4.99,1.1481,11106.25,360,1088000,7800,515,38.28125,47,type1,p2,l1,>74,North,ir,nob/c,0
102046,236500,3.99,-0.1608,1238.15,360,488000,5820,677,48.46311475,36,type1,p3,l1,55-64,North,pr,nob/c,0
102047,376500,3.99,0.1077,5677.5,360,428000,8760,664,87.96728972,35,type1,p4,l1,35-44,North,pr,nob/c,0
102048,476500,3.99,0.4669,3983.27,360,498000,8160,851,95.68273092,32,type1,p1,l1,25-34,south,pr,nob/c,0
102049,296500,3.875,-0.1809,1825.79,360,508000,8640,685,58.36614173,47,type1,p4,l1,65-74,central,pr,nob/c,0
102050,106500,3.75,1.1036,3375,180,168000,7320,767,63.39285714,28,type1,p3,l1,55-64,North,pr,nob/c,0
102051,206500,3.625,0.0532,5439.25,360,298000,1860,895,69.29530201,49,type1,p4,l1,55-64,North-East,pr,nob/c,0
102052,446500,3.75,0.0695,0,360,828000,5280,539,53.92512077,38,type1,p4,l1,45-54,North,pr,nob/c,0
102053,306500,3.99,0.6332,1374.29,360,358000,5280,647,85.61452514,45,type2,p3,l1,45-54,North,pr,b/c,0
102054,246500,4.5,0.8818,2045.38,360,268000,7620,801,91.97761194,48,type1,p1,l2,25-34,North,pr,nob/c,0
102055,546500,NULL,NULL,NULL,360,NULL,10560,728,NULL,NULL,type1,p1,l1,35-44,south,pr,nob/c,1
102056,126500,3.875,0.4803,4736,360,128000,3120,562,98.828125,28,type3,p3,l1,65-74,North,pr,nob/c,0
102057,266500,NULL,NULL,NULL,360,NULL,2400,546,NULL,NULL,type3,p3,l1,55-64,North,pr,nob/c,1
102058,596500,3.5,0.5363,1534.48,360,658000,7800,834,90.65349544,52,type2,p1,l1,25-34,North,pr,b/c,0
102059,196500,3.375,0.1959,NULL,180,318000,4020,501,61.79245283,42,type1,p4,l1,55-64,North,pr,nob/c,0
102060,246500,4.75,0.235,1150,360,368000,3540,579,66.98369565,43,type1,p4,l1,55-64,south,pr,nob/c,0
102061,346500,3.625,0.8843,0,360,358000,NULL,717,96.7877095,NULL,type2,p4,l1,25-34,North,pr,b/c,0
102062,416500,NULL,NULL,NULL,360,368000,NULL,525,113.1793478,NULL,type3,p4,l1,65-74,south,pr,nob/c,1
102063,616500,4.99,0.579,NULL,360,768000,8820,648,80.2734375,39,type1,p4,l1,55-64,central,pr,nob/c,0
102064,186500,4.99,0.913,5200,360,228000,6120,830,81.79824561,31,type1,p3,l1,45-54,North,pr,nob/c,0
102065,186500,NULL,NULL,NULL,360,218000,2100,862,85.55045872,14,type2,p3,l1,45-54,south,pr,b/c,1
102066,206500,NULL,NULL,NULL,360,398000,2880,818,51.88442211,39,type1,p3,l1,45-54,south,pr,nob/c,1
102067,106500,3.75,1.1445,3219,180,268000,3780,777,39.73880597,36,type1,p2,l1,65-74,North,pr,nob/c,0
102068,106500,4.625,0.4016,2710,360,178000,1620,683,59.83146067,25,type1,p3,l1,65-74,central,pr,nob/c,0
102069,666500,3.99,0.0336,12887.5,360,958000,5220,544,69.57202505,49,type1,p4,l1,45-54,south,pr,nob/c,0
102070,266500,4.18,0.054,2616.5,360,278000,5040,853,95.86330935,44,type1,p1,l1,25-34,south,pr,nob/c,0
102071,386500,3.99,0.4214,1732.38,360,708000,5820,861,54.59039548,39,type1,p4,l1,25-34,North,pr,nob/c,0
102072,236500,3.75,-0.0025,187.02,360,608000,5340,845,38.89802632,42,type1,p3,l1,45-54,North,pr,nob/c,0
102073,466500,NULL,NULL,NULL,180,NULL,20640,766,NULL,NULL,type1,p4,l1,>74,North,pr,nob/c,1
102074,266500,NULL,NULL,NULL,360,398000,5340,678,66.95979899,52,type1,p4,l1,35-44,North,pr,nob/c,1
102075,466500,3.56,-0.1884,1519.68,360,2158000,16260,526,21.61723818,9,type1,p4,l1,55-64,North,pr,nob/c,0
102076,206500,3.375,-0.1345,4000,360,538000,2760,749,38.38289963,36,type1,p1,l1,25-34,south,pr,nob/c,0
102077,126500,NULL,NULL,NULL,180,168000,6180,808,75.29761905,36,type1,p1,l1,45-54,south,ir,nob/c,1
102078,86500,4.5,1.877,1759.18,360,88000,1920,748,98.29545455,41,type2,p1,l1,55-64,North,pr,b/c,0
102079,296500,3.5,-0.0206,439.37,180,458000,6540,637,64.73799127,23,type1,p4,l1,35-44,south,pr,nob/c,0
102080,286500,4.5,0.8703,3850,360,388000,10320,836,73.84020619,19,type1,p3,l1,45-54,North,pr,nob/c,0
102081,226500,NULL,NULL,NULL,360,NULL,3540,667,NULL,NULL,type2,p1,l1,55-64,North,pr,b/c,1
102082,76500,3.99,1.593,2824.57,180,88000,4200,659,86.93181818,29,type2,p3,l1,65-74,North,pr,b/c,0
102083,286500,4.125,0.3884,2214.52,180,868000,9180,850,33.00691244,26,type1,p3,l1,45-54,North-East,pr,nob/c,0
102084,826500,3.5,-0.0181,16259.48,360,1038000,20820,719,79.62427746,39,type1,p1,l1,35-44,North,pr,nob/c,0
102085,316500,4.125,0.0314,25,360,608000,3480,722,52.05592105,47,type1,p3,l1,>74,North,pr,nob/c,0
102086,276500,3.125,0.8166,10754.32,360,278000,3420,505,99.46043165,49,type2,p1,l1,45-54,North,pr,b/c,0
102087,166500,4.125,0.2584,1026.99,360,178000,2460,761,93.53932584,41,type1,p1,l1,25-34,North,pr,nob/c,0
102088,186500,4.625,0.824,825,360,198000,4500,633,94.19191919,28,type1,p1,l1,25-34,North,pr,nob/c,0
102089,216500,4.5,0.1274,0,360,228000,2400,835,94.95614035,44,type1,p1,l1,35-44,south,pr,nob/c,0
102090,326500,3.99,0.192,0,360,458000,7740,796,71.28820961,36,type1,p4,l1,55-64,south,sr,nob/c,0
102091,266500,3.375,0.107,9648.75,180,478000,14340,864,55.75313808,20,type1,p3,l2,35-44,North,pr,nob/c,0
102092,96500,4.99,0.9086,2775,360,118000,4440,622,81.77966102,49,type1,p4,l2,55-64,south,sr,nob/c,0
102093,56500,4.25,0.8987,722.65,360,58000,1500,804,97.4137931,21,type3,p1,l1,<25,North,pr,nob/c,0
102094,106500,NULL,NULL,NULL,360,NULL,1680,613,NULL,NULL,type1,p2,l1,>74,North,pr,nob/c,1
102095,196500,4.375,0.2123,5510.5,360,278000,3180,637,70.68345324,37,type1,p3,l1,55-64,south,pr,nob/c,0
102096,286500,3.99,0.4742,5555,324,438000,4320,713,65.4109589,42,type1,p4,l1,45-54,south,pr,nob/c,0
102097,76500,5.125,1.1249,2824.27,360,238000,1800,637,32.14285714,21,type1,p2,l1,<25,North,pr,nob/c,0
102098,256500,4.125,1.305,0,360,258000,3360,871,99.41860465,44,type2,p4,l1,<25,North,pr,b/c,0
102099,106500,3.5,1.2386,3263.74,180,118000,1440,582,90.25423729,54,type3,p3,l1,65-74,North,pr,nob/c,0
102100,486500,3.75,-0.3599,1501.33,360,588000,6300,638,82.73809524,40,type1,p4,l1,35-44,south,pr,nob/c,0
102101,376500,NULL,NULL,NULL,360,488000,4680,616,77.15163934,49,type1,p4,l1,35-44,North-East,pr,nob/c,1
102102,666500,NULL,NULL,NULL,360,NULL,5820,528,NULL,NULL,type3,p3,l1,35-44,south,pr,nob/c,1
102103,1106500,NULL,NULL,NULL,360,3308000,9600,886,33.44921403,45,type1,p3,l1,65-74,south,pr,nob/c,1
102104,696500,3.99,0.6682,25639.75,360,908000,10380,740,76.70704846,44,type1,p3,l1,55-64,central,pr,nob/c,0
102105,216500,3.375,-0.4429,0,360,238000,NULL,884,90.96638655,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
102106,496500,3.625,0.5346,0,360,598000,NULL,688,83.02675585,NULL,type2,p4,l1,45-54,south,pr,b/c,0
102107,346500,3.875,0.3734,2540.38,360,378000,5460,848,91.66666667,40,type1,p4,l1,35-44,south,pr,nob/c,0
102108,356500,3.75,0.0457,2141.1,360,608000,9240,539,58.63486842,7,type1,p4,l1,55-64,south,pr,nob/c,0
102109,326500,NULL,NULL,NULL,360,318000,7980,833,102.672956,52,type1,p3,l1,45-54,North,pr,nob/c,1
102110,176500,4.18,0.0883,5306.25,360,278000,3540,598,63.48920863,31,type1,p3,l1,65-74,North,pr,nob/c,0
102111,566500,3.875,0.2702,6176.25,360,658000,7320,714,86.09422492,40,type1,p4,l1,55-64,North,pr,nob/c,0
102112,286500,2.75,-0.3898,4728.88,360,708000,14940,882,40.46610169,45,type1,p3,l1,35-44,south,sr,nob/c,0
102113,136500,4.375,0.8196,3713.88,360,178000,4980,623,76.68539326,24,type1,p4,l1,25-34,North,pr,nob/c,0
102114,186500,4.375,1.0267,3050,360,208000,7140,834,89.66346154,40,type1,p1,l2,45-54,south,pr,nob/c,0
102115,616500,4.5,0.0842,0,360,728000,11700,566,84.68406593,35,type1,p4,l1,35-44,North,pr,nob/c,0
102116,546500,NULL,NULL,NULL,360,NULL,19500,882,NULL,NULL,type1,p1,l1,45-54,south,pr,nob/c,1
102117,476500,2.875,0.1112,11392.63,180,718000,16260,558,66.36490251,21,type1,p4,l1,45-54,central,pr,nob/c,0
102118,316500,NULL,NULL,NULL,360,548000,6420,550,57.75547445,56,type1,p3,l1,55-64,south,pr,nob/c,1
102119,216500,3.875,0.3129,1350,360,458000,3180,629,47.27074236,36,type1,p2,l1,65-74,south,pr,nob/c,0
102120,296500,NULL,NULL,NULL,360,NULL,3840,831,NULL,NULL,type1,p4,l1,45-54,south,pr,nob/c,1
102121,76500,NULL,NULL,NULL,360,138000,2640,773,55.43478261,38,type1,p1,l1,25-34,North,pr,nob/c,1
102122,716500,3.625,-0.066,1890,360,1008000,19740,781,71.08134921,22,type1,p4,l1,45-54,south,pr,nob/c,0
102123,256500,2.875,-0.6528,4422.37,360,258000,NULL,813,99.41860465,NULL,type3,p4,l1,25-34,south,pr,nob/c,0
102124,126500,4.75,1.2113,4125.5,360,178000,4380,707,71.06741573,42,type1,p1,l1,45-54,North,ir,nob/c,0
102125,366500,3.99,0.4367,2865.24,360,398000,10860,678,92.08542714,23,type1,p4,l1,35-44,North,pr,nob/c,0
102126,216500,4.25,0.0589,1150,360,238000,2760,527,90.96638655,49,type1,p1,l1,25-34,North,pr,nob/c,0
102127,1226500,NULL,NULL,NULL,360,NULL,42720,625,NULL,NULL,type1,p4,l1,55-64,North,pr,nob/c,1
102128,246500,4.5,1.0776,3725,360,278000,9000,530,88.66906475,33,type1,p1,l1,55-64,south,pr,nob/c,0
102129,106500,4.99,0.8356,3096.43,360,138000,1500,509,77.17391304,36,type1,p3,l1,>74,North,pr,nob/c,0
102130,376500,3.625,-0.0462,5655,360,498000,7500,560,75.60240964,47,type1,p4,l1,35-44,south,pr,nob/c,0
102131,316500,3.875,0.0893,3000,360,538000,8700,822,58.82899628,41,type1,p3,l1,45-54,south,pr,nob/c,0
102132,376500,4.125,0.552,8370,360,468000,8400,709,80.44871795,45,type1,p3,l1,45-54,North,pr,nob/c,0
102133,86500,3.875,0.7872,2290.66,360,238000,1800,849,36.34453782,33,type2,p4,l1,35-44,south,pr,b/c,0
102134,256500,4.99,0.9377,647.67,360,378000,4920,821,67.85714286,27,type1,p3,l1,55-64,south,pr,nob/c,0
102135,776500,NULL,NULL,NULL,360,758000,13080,732,102.4406332,37,type1,p3,l1,65-74,North,pr,nob/c,1
102136,596500,3.375,-0.353,0,360,658000,NULL,768,90.65349544,NULL,type3,p4,l1,45-54,North,pr,nob/c,0
102137,96500,NULL,NULL,NULL,360,138000,1620,847,69.92753623,44,type1,p3,l1,25-34,North,pr,nob/c,1
102138,216500,NULL,NULL,NULL,360,NULL,3720,800,NULL,NULL,type1,p4,l2,65-74,south,pr,nob/c,1
102139,266500,4.5,0.413,739.84,360,418000,4980,805,63.75598086,41,type1,p3,l1,45-54,North,pr,nob/c,0
102140,706500,3.65,-0.2046,295,360,898000,23040,896,78.67483296,41,type1,p4,l1,55-64,south,pr,nob/c,0
102141,406500,3.875,0.2792,0,360,518000,7320,570,78.47490347,33,type1,p1,l1,45-54,south,pr,nob/c,0
102142,156500,4.375,0.5817,4118.75,360,178000,2100,514,87.92134831,47,type1,p4,l1,65-74,North,pr,nob/c,0
102143,326500,4.75,0.4228,1710,360,468000,6900,750,69.76495726,44,type1,p4,l1,55-64,south,pr,nob/c,0
102144,166500,3.875,0.4248,2477.63,360,238000,4080,805,69.95798319,29,type3,p3,l1,55-64,North,pr,nob/c,0
102145,296500,3.99,0.4276,6056.87,360,398000,7560,776,74.49748744,27,type1,p4,l1,55-64,North,pr,nob/c,0
102146,406500,3.99,0.2077,0,360,1118000,12240,874,36.35957066,20,type1,p3,l1,45-54,North,pr,nob/c,0
